symbol,bid_liquidity,ask_liquidity,24h_quote_volume,relative_spread,liquidity_score
BIOBNB,53789.8,9881.0,144.52704662,0.0051540778919094395,85475.21482416593
BIOFDUSD,13472.2,12218.5,388981.33702,0.0021645021645022265,30.513297863926553
BIOTRY,22413.0,12312.5,263881287.5762,0.0013676772281742027,0.09621799376736995
BIOUSDC,40293.7,50381.7,479357.77084,0.00460268038445913,41.09782986774735
HIVETRY,39129.1,35335.0,74904912.059,0.0011820330969266885,0.8410213278186762
MOVEUSDC,17590.5,3347.1,109309.55245,0.0032032801588826277,59.796237579418786
PHATRY,80848.0,56612.0,45781630.0,0.0010542962572482643,2.8478848393996192
SUSHITRY,6080.9,7923.799999999999,7788302.259,0.0008635578583766462,2.0822821278227774
DUSDT,9190.0,8623.0,8683977.55211,0.0010172541961734906,2.016456630652053
DTRY,26093.0,139248.8,94007671.8851,0.0024146635934584834,0.7283879117098221
APTJPY,6938.6900000000005,13549.35,1359389.19,0.003913894324853229,3.850769344428876
SUIJPY,8576.1,8181.32,59703797.8506,0.001056866461399714,0.26557370985918477
XLMJPY,112719.3,159573.6,5535317.988,0.0057164928543837834,8.605261600931593
PEPEJPY,1540528408.0,2839126574.0,149909540.660429,0.005906674542232653,4946.153428167584
PHAUSDC,51994.0,18211.0,197870.2743,0.004501125281320251,78.82543696121822
USDCPLN,6355.0,15547.0,1638750.937,0.003799572548088343,3.517515990289863
STEEMUSDC,69302.6,55858.9,19508.24474,0.004045307443365699,1585.9921388293994
USUALUSDC,22671.0,92017.59999999999,843579.11128,0.004675628287551058,29.077325406720245
AIXBTUSDT,143062.4,228667.6,43782595.30656,0.0005252100840337014,16.165645618861586
AIXBTUSDC,42534.7,32560.3,2227944.67372,0.0007887472065203694,42.73353162208054
CGPTUSDT,105958.6,105093.2,82375326.76555,0.00029468100780901427,8.694402941046675
CGPTUSDC,55897.8,31917.8,2214602.99752,0.0038274694538494563,10.360102595016842
COOKIEUSDT,54883.2,37891.200000000004,17948898.27565,0.0004934616333579521,10.474588396050855
COOKIEUSDC,5997.7,1536.1,2297814.34758,0.0007399186089530706,4.431137228611436
